   "ASP"           "ALA"           "GLU"              "DIS"
    4.78	    4.29	    3.04              "DIS4_PNC"
    4.74	    4.49	    2.20              "DIS4_PNC"
    4.01	    3.53	    1.61              "DIS4_PNC"
    4.95	    4.36	    3.97              "DIS4_PNC"
    4.14	    3.64	    2.40              "DIS4_PNC"
    3.69	    3.40	    1.79              "DIS4_PNC"
    4.36	    3.47	    2.83              "DIS4_PNC"
    5.16	    4.90	    3.04              "DIS4_PNC"
    4.88	    4.23	    2.20              "DIS4_PNC"
    4.96	    4.53	    2.30              "DIS4_PNC"
    4.26	    3.74	    2.20              "DIS4_PNC"
    4.20	    3.78	    2.83              "DIS4_PNC"
    5.12	    5.04	    2.64              "DIS4_PNC"
    4.49	    4.14	    2.30              "DIS4_PNC"
    4.62	    4.33	    1.79              "DIS4_PNC"
    4.41	    3.89	    1.79              "DIS4_PNC"
    4.14	    3.83	    2.30              "DIS4_PNC"
